CellLine,TissueOrigin,rail_id,external_id,study,BigWigURL
NCIH1299,LUNG,2298645,SRR8615898,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/98/sra.base_sums.SRP186687_SRR8615898.ALL.bw
NCIH1339,LUNG,2298677,SRR8615899,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/99/sra.base_sums.SRP186687_SRR8615899.ALL.bw
HCC33,LUNG,2301972,SRR8615900,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/00/sra.base_sums.SRP186687_SRR8615900.ALL.bw
NCIH1184,LUNG,2302002,SRR8615901,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/01/sra.base_sums.SRP186687_SRR8615901.ALL.bw
KMRC1,KIDNEY,2302035,SRR8615902,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/02/sra.base_sums.SRP186687_SRR8615902.ALL.bw
KMM1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2302065,SRR8615903,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/03/sra.base_sums.SRP186687_SRR8615903.ALL.bw
NCIH1341,LUNG,2302098,SRR8615904,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/04/sra.base_sums.SRP186687_SRR8615904.ALL.bw
NCIH1355,LUNG,2302129,SRR8615905,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/05/sra.base_sums.SRP186687_SRR8615905.ALL.bw
KM12,LARGE_INTESTINE,2302164,SRR8615906,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/06/sra.base_sums.SRP186687_SRR8615906.ALL.bw
KLE,ENDOMETRIUM,2302197,SRR8615907,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/07/sra.base_sums.SRP186687_SRR8615907.ALL.bw
KMH2,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2302230,SRR8615908,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/08/sra.base_sums.SRP186687_SRR8615908.ALL.bw
KMBC2,URINARY_TRACT,2302264,SRR8615909,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/09/sra.base_sums.SRP186687_SRR8615909.ALL.bw
KG1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2302486,SRR8615910,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/10/sra.base_sums.SRP186687_SRR8615910.ALL.bw
KG1C,CENTRAL_NERVOUS_SYSTEM,2302519,SRR8615911,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/11/sra.base_sums.SRP186687_SRR8615911.ALL.bw
KIJK,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2302553,SRR8615912,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/12/sra.base_sums.SRP186687_SRR8615912.ALL.bw
KHM1B,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2302586,SRR8615913,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/13/sra.base_sums.SRP186687_SRR8615913.ALL.bw
JHH7,LIVER,2302616,SRR8615914,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/14/sra.base_sums.SRP186687_SRR8615914.ALL.bw
JHOC5,OVARY,2302651,SRR8615915,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/15/sra.base_sums.SRP186687_SRR8615915.ALL.bw
JHOM1,OVARY,2302682,SRR8615916,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/16/sra.base_sums.SRP186687_SRR8615916.ALL.bw
JHOM2B,OVARY,2302713,SRR8615917,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/17/sra.base_sums.SRP186687_SRR8615917.ALL.bw
JHH2,LIVER,2302745,SRR8615918,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/18/sra.base_sums.SRP186687_SRR8615918.ALL.bw
JHH4,LIVER,2302774,SRR8615919,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/19/sra.base_sums.SRP186687_SRR8615919.ALL.bw
JHH5,LIVER,2302998,SRR8615920,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/20/sra.base_sums.SRP186687_SRR8615920.ALL.bw
JHH6,LIVER,2303030,SRR8615921,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/21/sra.base_sums.SRP186687_SRR8615921.ALL.bw
JHOS2,OVARY,2303063,SRR8615922,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/22/sra.base_sums.SRP186687_SRR8615922.ALL.bw
JHOS4,OVARY,2303095,SRR8615923,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/23/sra.base_sums.SRP186687_SRR8615923.ALL.bw
SW1116,LARGE_INTESTINE,2303128,SRR8615924,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/24/sra.base_sums.SRP186687_SRR8615924.ALL.bw
SW1088,CENTRAL_NERVOUS_SYSTEM,2303161,SRR8615925,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/25/sra.base_sums.SRP186687_SRR8615925.ALL.bw
SUPT1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2303195,SRR8615926,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/26/sra.base_sums.SRP186687_SRR8615926.ALL.bw
SUPT11,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2303228,SRR8615927,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/27/sra.base_sums.SRP186687_SRR8615927.ALL.bw
SUPM2,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2303259,SRR8615928,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/28/sra.base_sums.SRP186687_SRR8615928.ALL.bw
SUPB15,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2303291,SRR8615929,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/29/sra.base_sums.SRP186687_SRR8615929.ALL.bw
SNU201,CENTRAL_NERVOUS_SYSTEM,2303513,SRR8615930,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/30/sra.base_sums.SRP186687_SRR8615930.ALL.bw
SNU213,PANCREAS,2303544,SRR8615931,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/31/sra.base_sums.SRP186687_SRR8615931.ALL.bw
SNU182,LIVER,2303577,SRR8615932,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/32/sra.base_sums.SRP186687_SRR8615932.ALL.bw
SNU1,STOMACH,2303608,SRR8615933,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/33/sra.base_sums.SRP186687_SRR8615933.ALL.bw
SNU16,STOMACH,2303641,SRR8615934,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/34/sra.base_sums.SRP186687_SRR8615934.ALL.bw
SNU175,LARGE_INTESTINE,2303670,SRR8615935,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/35/sra.base_sums.SRP186687_SRR8615935.ALL.bw
SNU1214,UPPER_AERODIGESTIVE_TRACT,2303704,SRR8615936,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/36/sra.base_sums.SRP186687_SRR8615936.ALL.bw
SNU1272,KIDNEY,2303733,SRR8615937,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/37/sra.base_sums.SRP186687_SRR8615937.ALL.bw
SNU1197,LARGE_INTESTINE,2303766,SRR8615938,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/38/sra.base_sums.SRP186687_SRR8615938.ALL.bw
SNU119,OVARY,2303799,SRR8615939,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/39/sra.base_sums.SRP186687_SRR8615939.ALL.bw
SKNFI,AUTONOMIC_GANGLIA,2304021,SRR8615940,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/40/sra.base_sums.SRP186687_SRR8615940.ALL.bw
KMS34,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2304053,SRR8615941,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/41/sra.base_sums.SRP186687_SRR8615941.ALL.bw
KMS28BM,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2304086,SRR8615942,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/42/sra.base_sums.SRP186687_SRR8615942.ALL.bw
KYO1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2304118,SRR8615943,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/43/sra.base_sums.SRP186687_SRR8615943.ALL.bw
NCIH1437,LUNG,2304150,SRR8615944,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/44/sra.base_sums.SRP186687_SRR8615944.ALL.bw
NCIH1395,LUNG,2304181,SRR8615945,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/45/sra.base_sums.SRP186687_SRR8615945.ALL.bw
NCIH1436,LUNG,2304216,SRR8615946,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/46/sra.base_sums.SRP186687_SRR8615946.ALL.bw
SUDHL8,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2304246,SRR8615947,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/47/sra.base_sums.SRP186687_SRR8615947.ALL.bw
COV318,OVARY,2304277,SRR8615948,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/48/sra.base_sums.SRP186687_SRR8615948.ALL.bw
COV362,OVARY,2304308,SRR8615949,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/49/sra.base_sums.SRP186687_SRR8615949.ALL.bw
KP3,PANCREAS,2304535,SRR8615950,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/50/sra.base_sums.SRP186687_SRR8615950.ALL.bw
KP2,PANCREAS,2304566,SRR8615951,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/51/sra.base_sums.SRP186687_SRR8615951.ALL.bw
DB,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2304596,SRR8615952,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/52/sra.base_sums.SRP186687_SRR8615952.ALL.bw
DBTRG05MG,CENTRAL_NERVOUS_SYSTEM,2304631,SRR8615953,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/53/sra.base_sums.SRP186687_SRR8615953.ALL.bw
NCIH1648,LUNG,2304661,SRR8615954,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/54/sra.base_sums.SRP186687_SRR8615954.ALL.bw
COV644,OVARY,2304692,SRR8615955,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/55/sra.base_sums.SRP186687_SRR8615955.ALL.bw
COV434,OVARY,2304726,SRR8615956,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/56/sra.base_sums.SRP186687_SRR8615956.ALL.bw
D283MED,CENTRAL_NERVOUS_SYSTEM,2304758,SRR8615957,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/57/sra.base_sums.SRP186687_SRR8615957.ALL.bw
CW2,LARGE_INTESTINE,2304787,SRR8615958,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/58/sra.base_sums.SRP186687_SRR8615958.ALL.bw
DANG,PANCREAS,2304819,SRR8615959,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/59/sra.base_sums.SRP186687_SRR8615959.ALL.bw
D341MED,CENTRAL_NERVOUS_SYSTEM,2305044,SRR8615960,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/60/sra.base_sums.SRP186687_SRR8615960.ALL.bw
DAUDI,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2305076,SRR8615961,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/61/sra.base_sums.SRP186687_SRR8615961.ALL.bw
DAOY,CENTRAL_NERVOUS_SYSTEM,2305107,SRR8615962,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/62/sra.base_sums.SRP186687_SRR8615962.ALL.bw
CORL105,LUNG,2305141,SRR8615963,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/63/sra.base_sums.SRP186687_SRR8615963.ALL.bw
RCC10RGB,KIDNEY,2305172,SRR8615964,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/64/sra.base_sums.SRP186687_SRR8615964.ALL.bw
RCHACV,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2305204,SRR8615965,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/65/sra.base_sums.SRP186687_SRR8615965.ALL.bw
HS611T,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2305236,SRR8615966,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/66/sra.base_sums.SRP186687_SRR8615966.ALL.bw
PLB985,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2305267,SRR8615967,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/67/sra.base_sums.SRP186687_SRR8615967.ALL.bw
PLCPRF5,LIVER,2305301,SRR8615968,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/68/sra.base_sums.SRP186687_SRR8615968.ALL.bw
PK59,PANCREAS,2305334,SRR8615969,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/69/sra.base_sums.SRP186687_SRR8615969.ALL.bw
PL21,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2305557,SRR8615970,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/70/sra.base_sums.SRP186687_SRR8615970.ALL.bw
QGP1,PANCREAS,2305589,SRR8615971,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/71/sra.base_sums.SRP186687_SRR8615971.ALL.bw
RAJI,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2305621,SRR8615972,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/72/sra.base_sums.SRP186687_SRR8615972.ALL.bw
PRECLH,PROSTATE,2305652,SRR8615973,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/73/sra.base_sums.SRP186687_SRR8615973.ALL.bw
PSN1,PANCREAS,2305686,SRR8615974,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/74/sra.base_sums.SRP186687_SRR8615974.ALL.bw
NCIH841,LUNG,2305718,SRR8615975,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/75/sra.base_sums.SRP186687_SRR8615975.ALL.bw
NCIH838,LUNG,2305752,SRR8615976,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/76/sra.base_sums.SRP186687_SRR8615976.ALL.bw
NCIH889,LUNG,2305784,SRR8615977,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/77/sra.base_sums.SRP186687_SRR8615977.ALL.bw
NCIH854,LUNG,2305817,SRR8615978,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/78/sra.base_sums.SRP186687_SRR8615978.ALL.bw
NCIH1781,LUNG,2305849,SRR8615979,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/79/sra.base_sums.SRP186687_SRR8615979.ALL.bw
NCIH1792,LUNG,2306072,SRR8615980,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/80/sra.base_sums.SRP186687_SRR8615980.ALL.bw
NCIH82,LUNG,2306106,SRR8615981,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/81/sra.base_sums.SRP186687_SRR8615981.ALL.bw
NCIH810,LUNG,2306138,SRR8615982,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/82/sra.base_sums.SRP186687_SRR8615982.ALL.bw
NCIH1694,LUNG,2306169,SRR8615983,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/83/sra.base_sums.SRP186687_SRR8615983.ALL.bw
NCIH1703,LUNG,2306200,SRR8615984,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/84/sra.base_sums.SRP186687_SRR8615984.ALL.bw
NCIH1734,LUNG,2306232,SRR8615985,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/85/sra.base_sums.SRP186687_SRR8615985.ALL.bw
NCIH1755,LUNG,2306263,SRR8615986,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/86/sra.base_sums.SRP186687_SRR8615986.ALL.bw
NCIH1650,LUNG,2306297,SRR8615987,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/87/sra.base_sums.SRP186687_SRR8615987.ALL.bw
NCIH1651,LUNG,2306327,SRR8615988,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/88/sra.base_sums.SRP186687_SRR8615988.ALL.bw
NCIH1666,LUNG,2306357,SRR8615989,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/89/sra.base_sums.SRP186687_SRR8615989.ALL.bw
NCIH1693,LUNG,2306583,SRR8615990,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/90/sra.base_sums.SRP186687_SRR8615990.ALL.bw
COLO680N,OESOPHAGUS,2306616,SRR8615991,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/91/sra.base_sums.SRP186687_SRR8615991.ALL.bw
SNU685,ENDOMETRIUM,2306647,SRR8615992,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/92/sra.base_sums.SRP186687_SRR8615992.ALL.bw
RERFLCMS,LUNG,2306678,SRR8615993,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/93/sra.base_sums.SRP186687_SRR8615993.ALL.bw
HCC2450,LUNG,2306710,SRR8615994,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/94/sra.base_sums.SRP186687_SRR8615994.ALL.bw
HCC2935,LUNG,2306774,SRR8615996,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/96/sra.base_sums.SRP186687_SRR8615996.ALL.bw
HCC2814,LUNG,2306803,SRR8615997,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/97/sra.base_sums.SRP186687_SRR8615997.ALL.bw
DMS53,LUNG,2306834,SRR8615998,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/98/sra.base_sums.SRP186687_SRR8615998.ALL.bw
HCC2108,LUNG,2306867,SRR8615999,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/99/sra.base_sums.SRP186687_SRR8615999.ALL.bw
HCC2279,LUNG,2228243,SRR8616000,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/00/sra.base_sums.SRP186687_SRR8616000.ALL.bw
HCC2218,BREAST,2228276,SRR8616001,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/01/sra.base_sums.SRP186687_SRR8616001.ALL.bw
DMS114,LUNG,2228308,SRR8616002,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/02/sra.base_sums.SRP186687_SRR8616002.ALL.bw
DMS153,LUNG,2228340,SRR8616003,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/03/sra.base_sums.SRP186687_SRR8616003.ALL.bw
DMS273,LUNG,2228375,SRR8616004,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/04/sra.base_sums.SRP186687_SRR8616004.ALL.bw
DMS454,LUNG,2228411,SRR8616005,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/05/sra.base_sums.SRP186687_SRR8616005.ALL.bw
DEL,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2228442,SRR8616006,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/06/sra.base_sums.SRP186687_SRR8616006.ALL.bw
DETROIT562,UPPER_AERODIGESTIVE_TRACT,2228475,SRR8616007,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/07/sra.base_sums.SRP186687_SRR8616007.ALL.bw
DKMG,CENTRAL_NERVOUS_SYSTEM,2228507,SRR8616008,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/08/sra.base_sums.SRP186687_SRR8616008.ALL.bw
DM3,FIBROBLAST,2228539,SRR8616009,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/09/sra.base_sums.SRP186687_SRR8616009.ALL.bw
T3M4,PANCREAS,2228762,SRR8616010,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/10/sra.base_sums.SRP186687_SRR8616010.ALL.bw
SUIT2,PANCREAS,2228795,SRR8616011,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/11/sra.base_sums.SRP186687_SRR8616011.ALL.bw
A673,BONE,2228829,SRR8616012,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/12/sra.base_sums.SRP186687_SRR8616012.ALL.bw
A704,KIDNEY,2228858,SRR8616013,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/13/sra.base_sums.SRP186687_SRR8616013.ALL.bw
A427,LUNG,2228890,SRR8616014,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/14/sra.base_sums.SRP186687_SRR8616014.ALL.bw
A498,KIDNEY,2228921,SRR8616015,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/15/sra.base_sums.SRP186687_SRR8616015.ALL.bw
A4FUK,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2228952,SRR8616016,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/16/sra.base_sums.SRP186687_SRR8616016.ALL.bw
A549,LUNG,2228985,SRR8616017,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/17/sra.base_sums.SRP186687_SRR8616017.ALL.bw
A253,SALIVARY_GLAND,2229018,SRR8616018,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/18/sra.base_sums.SRP186687_SRR8616018.ALL.bw
A2780,OVARY,2229052,SRR8616019,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/19/sra.base_sums.SRP186687_SRR8616019.ALL.bw
A375,SKIN,2229275,SRR8616020,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/20/sra.base_sums.SRP186687_SRR8616020.ALL.bw
A3KAW,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2229310,SRR8616021,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/21/sra.base_sums.SRP186687_SRR8616021.ALL.bw
SNU81,LARGE_INTESTINE,2229341,SRR8616022,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/22/sra.base_sums.SRP186687_SRR8616022.ALL.bw
SNU761,LIVER,2229373,SRR8616023,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/23/sra.base_sums.SRP186687_SRR8616023.ALL.bw
SNU61,LARGE_INTESTINE,2229403,SRR8616024,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/24/sra.base_sums.SRP186687_SRR8616024.ALL.bw
SNU601,STOMACH,2229434,SRR8616025,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/25/sra.base_sums.SRP186687_SRR8616025.ALL.bw
SNU626,CENTRAL_NERVOUS_SYSTEM,2229464,SRR8616026,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/26/sra.base_sums.SRP186687_SRR8616026.ALL.bw
SNU620,STOMACH,2229497,SRR8616027,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/27/sra.base_sums.SRP186687_SRR8616027.ALL.bw
RPMI8226,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2229530,SRR8616028,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/28/sra.base_sums.SRP186687_SRR8616028.ALL.bw
SNU668,STOMACH,2229562,SRR8616029,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/29/sra.base_sums.SRP186687_SRR8616029.ALL.bw
SNU738,CENTRAL_NERVOUS_SYSTEM,2229787,SRR8616030,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/30/sra.base_sums.SRP186687_SRR8616030.ALL.bw
SNU719,STOMACH,2229820,SRR8616031,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/31/sra.base_sums.SRP186687_SRR8616031.ALL.bw
HT29,LARGE_INTESTINE,2229853,SRR8616032,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/32/sra.base_sums.SRP186687_SRR8616032.ALL.bw
HT55,LARGE_INTESTINE,2229882,SRR8616033,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/33/sra.base_sums.SRP186687_SRR8616033.ALL.bw
